month;mort_pad_att;UF;capital;regiao
2008 Dec;3,25;MS;Campo Grande;Centro Oeste
2009 Jan;2,08;MS;Campo Grande;Centro Oeste
2009 Feb;1,52;MS;Campo Grande;Centro Oeste
2009 Mar;1,29;MS;Campo Grande;Centro Oeste
2009 Apr;1,29;MS;Campo Grande;Centro Oeste
2009 May;2,32;MS;Campo Grande;Centro Oeste
2009 Jun;2,77;MS;Campo Grande;Centro Oeste
2009 Jul;2,25;MS;Campo Grande;Centro Oeste
2009 Aug;1,67;MS;Campo Grande;Centro Oeste
2009 Sep;1,79;MS;Campo Grande;Centro Oeste
2009 Oct;2,14;MS;Campo Grande;Centro Oeste
2009 Nov;2,28;MS;Campo Grande;Centro Oeste
2009 Dec;2,75;MS;Campo Grande;Centro Oeste
2010 Jan;2,37;MS;Campo Grande;Centro Oeste
2010 Feb;2,13;MS;Campo Grande;Centro Oeste
2010 Mar;2,27;MS;Campo Grande;Centro Oeste
2010 Apr;2,33;MS;Campo Grande;Centro Oeste
2010 May;2,73;MS;Campo Grande;Centro Oeste
2010 Jun;1,95;MS;Campo Grande;Centro Oeste
2010 Jul;3,04;MS;Campo Grande;Centro Oeste
2010 Aug;2,24;MS;Campo Grande;Centro Oeste
2010 Sep;2,69;MS;Campo Grande;Centro Oeste
2010 Oct;2,46;MS;Campo Grande;Centro Oeste
2010 Nov;1,45;MS;Campo Grande;Centro Oeste
2010 Dec;1,97;MS;Campo Grande;Centro Oeste
2011 Jan;1,1;MS;Campo Grande;Centro Oeste
2011 Feb;2,06;MS;Campo Grande;Centro Oeste
2011 Mar;2;MS;Campo Grande;Centro Oeste
2011 Apr;2,21;MS;Campo Grande;Centro Oeste
2011 May;2,95;MS;Campo Grande;Centro Oeste
2011 Jun;3,04;MS;Campo Grande;Centro Oeste
2011 Jul;2,56;MS;Campo Grande;Centro Oeste
2011 Aug;1,62;MS;Campo Grande;Centro Oeste
2011 Sep;2,77;MS;Campo Grande;Centro Oeste
2011 Oct;2,42;MS;Campo Grande;Centro Oeste
2011 Nov;2,91;MS;Campo Grande;Centro Oeste
2011 Dec;2,52;MS;Campo Grande;Centro Oeste
2012 Jan;2,04;MS;Campo Grande;Centro Oeste
2012 Feb;0,98;MS;Campo Grande;Centro Oeste
2012 Mar;3,13;MS;Campo Grande;Centro Oeste
2012 Apr;1,19;MS;Campo Grande;Centro Oeste
2012 May;3,16;MS;Campo Grande;Centro Oeste
2012 Jun;1,33;MS;Campo Grande;Centro Oeste
2012 Jul;1,79;MS;Campo Grande;Centro Oeste
2012 Aug;2,04;MS;Campo Grande;Centro Oeste
2012 Sep;2,37;MS;Campo Grande;Centro Oeste
2012 Oct;2,12;MS;Campo Grande;Centro Oeste
2012 Nov;1,44;MS;Campo Grande;Centro Oeste
2012 Dec;2,42;MS;Campo Grande;Centro Oeste
2013 Jan;2,24;MS;Campo Grande;Centro Oeste
2013 Feb;1,53;MS;Campo Grande;Centro Oeste
2013 Mar;1,99;MS;Campo Grande;Centro Oeste
2013 Apr;0,96;MS;Campo Grande;Centro Oeste
2013 May;2,86;MS;Campo Grande;Centro Oeste
2013 Jun;1,34;MS;Campo Grande;Centro Oeste
2013 Jul;1,65;MS;Campo Grande;Centro Oeste
2013 Aug;2,71;MS;Campo Grande;Centro Oeste
2013 Sep;1,68;MS;Campo Grande;Centro Oeste
2013 Oct;1,68;MS;Campo Grande;Centro Oeste
2013 Nov;2,47;MS;Campo Grande;Centro Oeste
2013 Dec;2,21;MS;Campo Grande;Centro Oeste
2014 Jan;1,5;MS;Campo Grande;Centro Oeste
2014 Feb;2,76;MS;Campo Grande;Centro Oeste
2014 Mar;2,1;MS;Campo Grande;Centro Oeste
2014 Apr;2,45;MS;Campo Grande;Centro Oeste
2014 May;1,73;MS;Campo Grande;Centro Oeste
2014 Jun;2,19;MS;Campo Grande;Centro Oeste
2014 Jul;1,93;MS;Campo Grande;Centro Oeste
2014 Aug;1,75;MS;Campo Grande;Centro Oeste
2014 Sep;1,48;MS;Campo Grande;Centro Oeste
2014 Oct;2,49;MS;Campo Grande;Centro Oeste
2014 Nov;1,15;MS;Campo Grande;Centro Oeste
2014 Dec;2,13;MS;Campo Grande;Centro Oeste
2015 Jan;1,57;MS;Campo Grande;Centro Oeste
2015 Feb;1,68;MS;Campo Grande;Centro Oeste
2015 Mar;1,36;MS;Campo Grande;Centro Oeste
2015 Apr;2,05;MS;Campo Grande;Centro Oeste
2015 May;1,49;MS;Campo Grande;Centro Oeste
2015 Jun;1,55;MS;Campo Grande;Centro Oeste
2015 Jul;2,45;MS;Campo Grande;Centro Oeste
2015 Aug;1,76;MS;Campo Grande;Centro Oeste
2015 Sep;2,31;MS;Campo Grande;Centro Oeste
2015 Oct;1,71;MS;Campo Grande;Centro Oeste
2015 Nov;1,37;MS;Campo Grande;Centro Oeste
2015 Dec;1,63;MS;Campo Grande;Centro Oeste
2016 Jan;1,2;MS;Campo Grande;Centro Oeste
2016 Feb;1,56;MS;Campo Grande;Centro Oeste
2016 Mar;0,88;MS;Campo Grande;Centro Oeste
2016 Apr;2,18;MS;Campo Grande;Centro Oeste
2016 May;1,01;MS;Campo Grande;Centro Oeste
2016 Jun;2,09;MS;Campo Grande;Centro Oeste
2016 Jul;2,34;MS;Campo Grande;Centro Oeste
2016 Aug;1,76;MS;Campo Grande;Centro Oeste
2016 Sep;1,12;MS;Campo Grande;Centro Oeste
2016 Oct;1,89;MS;Campo Grande;Centro Oeste
2016 Nov;0,98;MS;Campo Grande;Centro Oeste
2016 Dec;1,57;MS;Campo Grande;Centro Oeste
2017 Jan;1,43;MS;Campo Grande;Centro Oeste
2017 Feb;1,09;MS;Campo Grande;Centro Oeste
2017 Mar;1,45;MS;Campo Grande;Centro Oeste
2017 Apr;2,23;MS;Campo Grande;Centro Oeste
2017 May;1,48;MS;Campo Grande;Centro Oeste
2017 Jun;0,52;MS;Campo Grande;Centro Oeste
2017 Jul;1,07;MS;Campo Grande;Centro Oeste
2017 Aug;1,09;MS;Campo Grande;Centro Oeste
2017 Sep;2,42;MS;Campo Grande;Centro Oeste
2017 Oct;0,88;MS;Campo Grande;Centro Oeste
2017 Nov;1,27;MS;Campo Grande;Centro Oeste
2017 Dec;1,29;MS;Campo Grande;Centro Oeste
2018 Jan;1,34;MS;Campo Grande;Centro Oeste
2018 Feb;1,59;MS;Campo Grande;Centro Oeste
2018 Mar;0,96;MS;Campo Grande;Centro Oeste
2018 Apr;1,14;MS;Campo Grande;Centro Oeste
2018 May;1,36;MS;Campo Grande;Centro Oeste
2018 Jun;1,5;MS;Campo Grande;Centro Oeste
2018 Jul;1,58;MS;Campo Grande;Centro Oeste
2018 Aug;0,96;MS;Campo Grande;Centro Oeste
2018 Sep;1,19;MS;Campo Grande;Centro Oeste
2018 Oct;1,79;MS;Campo Grande;Centro Oeste
2018 Nov;1,46;MS;Campo Grande;Centro Oeste
2018 Dec;0,9;MS;Campo Grande;Centro Oeste
2019 Jan;1,14;MS;Campo Grande;Centro Oeste
2019 Feb;1,22;MS;Campo Grande;Centro Oeste
2019 Mar;1,52;MS;Campo Grande;Centro Oeste
2019 Apr;1,29;MS;Campo Grande;Centro Oeste
2019 May;0,89;MS;Campo Grande;Centro Oeste
2019 Jun;1,02;MS;Campo Grande;Centro Oeste
2019 Jul;1,49;MS;Campo Grande;Centro Oeste
2019 Aug;1,58;MS;Campo Grande;Centro Oeste
2019 Sep;1,42;MS;Campo Grande;Centro Oeste
2019 Oct;1,3;MS;Campo Grande;Centro Oeste
2019 Nov;1,38;MS;Campo Grande;Centro Oeste
2019 Dec;1,37;MS;Campo Grande;Centro Oeste
2020 Jan;1,36;MS;Campo Grande;Centro Oeste
2020 Feb;1,02;MS;Campo Grande;Centro Oeste
2020 Mar;1,06;MS;Campo Grande;Centro Oeste
2020 Apr;0,91;MS;Campo Grande;Centro Oeste
2020 May;1,47;MS;Campo Grande;Centro Oeste
2020 Jun;1,17;MS;Campo Grande;Centro Oeste
2020 Jul;1,95;MS;Campo Grande;Centro Oeste
2020 Aug;2,34;MS;Campo Grande;Centro Oeste
2020 Sep;1,81;MS;Campo Grande;Centro Oeste
2020 Oct;1,67;MS;Campo Grande;Centro Oeste
2020 Nov;0,82;MS;Campo Grande;Centro Oeste
2020 Dec;1,39;MS;Campo Grande;Centro Oeste
2000 Jan;1,83;MT;Cuiaba;Centro Oeste
2000 Feb;0,83;MT;Cuiaba;Centro Oeste
2000 Mar;1,44;MT;Cuiaba;Centro Oeste
2000 Apr;3;MT;Cuiaba;Centro Oeste
2000 May;3,27;MT;Cuiaba;Centro Oeste
2000 Jun;1,62;MT;Cuiaba;Centro Oeste
2000 Jul;2,71;MT;Cuiaba;Centro Oeste
2000 Aug;1,76;MT;Cuiaba;Centro Oeste
2000 Sep;4,3;MT;Cuiaba;Centro Oeste
2000 Oct;2,72;MT;Cuiaba;Centro Oeste
2000 Nov;1,23;MT;Cuiaba;Centro Oeste
2000 Dec;1,45;MT;Cuiaba;Centro Oeste
2001 Jan;1,17;MT;Cuiaba;Centro Oeste
2001 Feb;2,18;MT;Cuiaba;Centro Oeste
2001 Mar;0,62;MT;Cuiaba;Centro Oeste
2001 Apr;2,74;MT;Cuiaba;Centro Oeste
2001 May;2,46;MT;Cuiaba;Centro Oeste
2001 Jun;0,81;MT;Cuiaba;Centro Oeste
2001 Jul;1,04;MT;Cuiaba;Centro Oeste
2001 Aug;0,92;MT;Cuiaba;Centro Oeste
2001 Sep;1;MT;Cuiaba;Centro Oeste
2001 Oct;1,28;MT;Cuiaba;Centro Oeste
2001 Nov;3,64;MT;Cuiaba;Centro Oeste
2001 Dec;3,66;MT;Cuiaba;Centro Oeste
2002 Jan;2,48;MT;Cuiaba;Centro Oeste
2002 Feb;2,74;MT;Cuiaba;Centro Oeste
2002 Mar;2,93;MT;Cuiaba;Centro Oeste
2002 Apr;2,92;MT;Cuiaba;Centro Oeste
2002 May;3,01;MT;Cuiaba;Centro Oeste
2002 Jun;2,09;MT;Cuiaba;Centro Oeste
2002 Jul;3,49;MT;Cuiaba;Centro Oeste
2002 Aug;2,42;MT;Cuiaba;Centro Oeste
2002 Sep;3,11;MT;Cuiaba;Centro Oeste
2002 Oct;2,8;MT;Cuiaba;Centro Oeste
2002 Nov;2,73;MT;Cuiaba;Centro Oeste
2002 Dec;3,31;MT;Cuiaba;Centro Oeste
2003 Jan;1,4;MT;Cuiaba;Centro Oeste
2003 Feb;3,2;MT;Cuiaba;Centro Oeste
2003 Mar;1,95;MT;Cuiaba;Centro Oeste
2003 Apr;3,01;MT;Cuiaba;Centro Oeste
2003 May;2,45;MT;Cuiaba;Centro Oeste
2003 Jun;2,03;MT;Cuiaba;Centro Oeste
2003 Jul;2,2;MT;Cuiaba;Centro Oeste
2003 Aug;3,26;MT;Cuiaba;Centro Oeste
2003 Sep;1,43;MT;Cuiaba;Centro Oeste
2003 Oct;1,08;MT;Cuiaba;Centro Oeste
2003 Nov;2,05;MT;Cuiaba;Centro Oeste
2003 Dec;2,73;MT;Cuiaba;Centro Oeste
2004 Jan;3,21;MT;Cuiaba;Centro Oeste
2004 Feb;1,31;MT;Cuiaba;Centro Oeste
2004 Mar;2,69;MT;Cuiaba;Centro Oeste
2004 Apr;1,97;MT;Cuiaba;Centro Oeste
2004 May;2,76;MT;Cuiaba;Centro Oeste
2004 Jun;2,26;MT;Cuiaba;Centro Oeste
2004 Jul;1,64;MT;Cuiaba;Centro Oeste
2004 Aug;1,46;MT;Cuiaba;Centro Oeste
2004 Sep;3,32;MT;Cuiaba;Centro Oeste
2004 Oct;2,45;MT;Cuiaba;Centro Oeste
2004 Nov;2,13;MT;Cuiaba;Centro Oeste
2004 Dec;2,02;MT;Cuiaba;Centro Oeste
2005 Jan;2,5;MT;Cuiaba;Centro Oeste
2005 Feb;1,65;MT;Cuiaba;Centro Oeste
2005 Mar;2,24;MT;Cuiaba;Centro Oeste
2005 Apr;2,01;MT;Cuiaba;Centro Oeste
2005 May;2,12;MT;Cuiaba;Centro Oeste
2005 Jun;1,6;MT;Cuiaba;Centro Oeste
2005 Jul;2,18;MT;Cuiaba;Centro Oeste
2005 Aug;2,25;MT;Cuiaba;Centro Oeste
2005 Sep;1,58;MT;Cuiaba;Centro Oeste
2005 Oct;3,17;MT;Cuiaba;Centro Oeste
2005 Nov;1,17;MT;Cuiaba;Centro Oeste
2005 Dec;2,68;MT;Cuiaba;Centro Oeste
2006 Jan;2,7;MT;Cuiaba;Centro Oeste
2006 Feb;2,47;MT;Cuiaba;Centro Oeste
2006 Mar;2,21;MT;Cuiaba;Centro Oeste
2006 Apr;2,34;MT;Cuiaba;Centro Oeste
2006 May;1,39;MT;Cuiaba;Centro Oeste
2006 Jun;2,36;MT;Cuiaba;Centro Oeste
2006 Jul;2,48;MT;Cuiaba;Centro Oeste
2006 Aug;2,26;MT;Cuiaba;Centro Oeste
2006 Sep;1,96;MT;Cuiaba;Centro Oeste
2006 Oct;1,4;MT;Cuiaba;Centro Oeste
2006 Nov;1,43;MT;Cuiaba;Centro Oeste
2006 Dec;4,21;MT;Cuiaba;Centro Oeste
2007 Jan;2,81;MT;Cuiaba;Centro Oeste
2007 Feb;3,46;MT;Cuiaba;Centro Oeste
2007 Mar;2,09;MT;Cuiaba;Centro Oeste
2007 Apr;2,23;MT;Cuiaba;Centro Oeste
2007 May;1,8;MT;Cuiaba;Centro Oeste
2007 Jun;1,8;MT;Cuiaba;Centro Oeste
2007 Jul;2,61;MT;Cuiaba;Centro Oeste
2007 Aug;1,7;MT;Cuiaba;Centro Oeste
2007 Sep;2,15;MT;Cuiaba;Centro Oeste
2007 Oct;1,48;MT;Cuiaba;Centro Oeste
2007 Nov;2,2;MT;Cuiaba;Centro Oeste
2007 Dec;2,9;MT;Cuiaba;Centro Oeste
2008 Jan;2,37;MT;Cuiaba;Centro Oeste
2008 Feb;1,9;MT;Cuiaba;Centro Oeste
2008 Mar;1,46;MT;Cuiaba;Centro Oeste
2008 Apr;2,57;MT;Cuiaba;Centro Oeste
2008 May;1,98;MT;Cuiaba;Centro Oeste
2008 Jun;1,47;MT;Cuiaba;Centro Oeste
2008 Jul;2,98;MT;Cuiaba;Centro Oeste
2008 Aug;1,99;MT;Cuiaba;Centro Oeste
2008 Sep;2,4;MT;Cuiaba;Centro Oeste
2008 Oct;1,54;MT;Cuiaba;Centro Oeste
2008 Nov;2,88;MT;Cuiaba;Centro Oeste
2008 Dec;2,96;MT;Cuiaba;Centro Oeste
2009 Jan;0,94;MT;Cuiaba;Centro Oeste
2009 Feb;2,16;MT;Cuiaba;Centro Oeste
2009 Mar;2,48;MT;Cuiaba;Centro Oeste
2009 Apr;1,98;MT;Cuiaba;Centro Oeste
2009 May;2,07;MT;Cuiaba;Centro Oeste
2009 Jun;2,37;MT;Cuiaba;Centro Oeste
2009 Jul;2,04;MT;Cuiaba;Centro Oeste
2009 Aug;3,4;MT;Cuiaba;Centro Oeste
2009 Sep;2,4;MT;Cuiaba;Centro Oeste
2009 Oct;2,26;MT;Cuiaba;Centro Oeste
2009 Nov;2,43;MT;Cuiaba;Centro Oeste
2009 Dec;1,64;MT;Cuiaba;Centro Oeste
2010 Jan;2,36;MT;Cuiaba;Centro Oeste
2010 Feb;2,39;MT;Cuiaba;Centro Oeste
2010 Mar;2,39;MT;Cuiaba;Centro Oeste
2010 Apr;2,61;MT;Cuiaba;Centro Oeste
2010 May;4,17;MT;Cuiaba;Centro Oeste
2010 Jun;2,99;MT;Cuiaba;Centro Oeste
2010 Jul;1,96;MT;Cuiaba;Centro Oeste
2010 Aug;2,63;MT;Cuiaba;Centro Oeste
2010 Sep;2,15;MT;Cuiaba;Centro Oeste
2010 Oct;4,39;MT;Cuiaba;Centro Oeste
2010 Nov;2,24;MT;Cuiaba;Centro Oeste
2010 Dec;3,67;MT;Cuiaba;Centro Oeste
2011 Jan;2,67;MT;Cuiaba;Centro Oeste
2011 Feb;2,12;MT;Cuiaba;Centro Oeste
2011 Mar;2,78;MT;Cuiaba;Centro Oeste
2011 Apr;3,1;MT;Cuiaba;Centro Oeste
2011 May;2,79;MT;Cuiaba;Centro Oeste
2011 Jun;3,86;MT;Cuiaba;Centro Oeste
2011 Jul;4,1;MT;Cuiaba;Centro Oeste
2011 Aug;1,41;MT;Cuiaba;Centro Oeste
2011 Sep;2,61;MT;Cuiaba;Centro Oeste
2011 Oct;2,28;MT;Cuiaba;Centro Oeste
2011 Nov;1,64;MT;Cuiaba;Centro Oeste
2011 Dec;2,73;MT;Cuiaba;Centro Oeste
2012 Jan;3,43;MT;Cuiaba;Centro Oeste
2012 Feb;1,9;MT;Cuiaba;Centro Oeste
2012 Mar;1,95;MT;Cuiaba;Centro Oeste
2012 Apr;2,5;MT;Cuiaba;Centro Oeste
2012 May;2,02;MT;Cuiaba;Centro Oeste
2012 Jun;1,73;MT;Cuiaba;Centro Oeste
2012 Jul;2,05;MT;Cuiaba;Centro Oeste
2012 Aug;1,39;MT;Cuiaba;Centro Oeste
2012 Sep;2,55;MT;Cuiaba;Centro Oeste
2012 Oct;1,44;MT;Cuiaba;Centro Oeste
2012 Nov;2,48;MT;Cuiaba;Centro Oeste
2012 Dec;1,93;MT;Cuiaba;Centro Oeste
2013 Jan;2,2;MT;Cuiaba;Centro Oeste
2013 Feb;2,02;MT;Cuiaba;Centro Oeste
2013 Mar;2,63;MT;Cuiaba;Centro Oeste
2013 Apr;2,71;MT;Cuiaba;Centro Oeste
2013 May;2,84;MT;Cuiaba;Centro Oeste
2013 Jun;1,39;MT;Cuiaba;Centro Oeste
2013 Jul;2,02;MT;Cuiaba;Centro Oeste
2013 Aug;3,61;MT;Cuiaba;Centro Oeste
2013 Sep;2,34;MT;Cuiaba;Centro Oeste
2013 Oct;2,35;MT;Cuiaba;Centro Oeste
2013 Nov;2,18;MT;Cuiaba;Centro Oeste
2013 Dec;1,7;MT;Cuiaba;Centro Oeste
2014 Jan;2,23;MT;Cuiaba;Centro Oeste
2014 Feb;2,42;MT;Cuiaba;Centro Oeste
2014 Mar;1,23;MT;Cuiaba;Centro Oeste
2014 Apr;2,61;MT;Cuiaba;Centro Oeste
2014 May;1,76;MT;Cuiaba;Centro Oeste
2014 Jun;1,47;MT;Cuiaba;Centro Oeste
2014 Jul;2,52;MT;Cuiaba;Centro Oeste
2014 Aug;3,2;MT;Cuiaba;Centro Oeste
2014 Sep;2,68;MT;Cuiaba;Centro Oeste
2014 Oct;1,45;MT;Cuiaba;Centro Oeste
2014 Nov;3,08;MT;Cuiaba;Centro Oeste
2014 Dec;2,72;MT;Cuiaba;Centro Oeste
2015 Jan;1,8;MT;Cuiaba;Centro Oeste
2015 Feb;1,65;MT;Cuiaba;Centro Oeste
2015 Mar;1,8;MT;Cuiaba;Centro Oeste
2015 Apr;2,15;MT;Cuiaba;Centro Oeste
2015 May;2,22;MT;Cuiaba;Centro Oeste
2015 Jun;1,87;MT;Cuiaba;Centro Oeste
2015 Jul;1,79;MT;Cuiaba;Centro Oeste
2015 Aug;1,42;MT;Cuiaba;Centro Oeste
2015 Sep;2,38;MT;Cuiaba;Centro Oeste
2015 Oct;1,32;MT;Cuiaba;Centro Oeste
2015 Nov;1,47;MT;Cuiaba;Centro Oeste
2015 Dec;1,42;MT;Cuiaba;Centro Oeste
2016 Jan;0,79;MT;Cuiaba;Centro Oeste
2016 Feb;1,78;MT;Cuiaba;Centro Oeste
2016 Mar;1,97;MT;Cuiaba;Centro Oeste
2016 Apr;1,94;MT;Cuiaba;Centro Oeste
2016 May;1,92;MT;Cuiaba;Centro Oeste
2016 Jun;2,02;MT;Cuiaba;Centro Oeste
2016 Jul;3,28;MT;Cuiaba;Centro Oeste
2016 Aug;2,44;MT;Cuiaba;Centro Oeste
2016 Sep;1,04;MT;Cuiaba;Centro Oeste
2016 Oct;2,94;MT;Cuiaba;Centro Oeste
2016 Nov;1,74;MT;Cuiaba;Centro Oeste
2016 Dec;0,97;MT;Cuiaba;Centro Oeste
2017 Jan;1,3;MT;Cuiaba;Centro Oeste
2017 Feb;1,65;MT;Cuiaba;Centro Oeste
2017 Mar;2,04;MT;Cuiaba;Centro Oeste
2017 Apr;2,23;MT;Cuiaba;Centro Oeste
2017 May;1,6;MT;Cuiaba;Centro Oeste
2017 Jun;2,37;MT;Cuiaba;Centro Oeste
2017 Jul;2,66;MT;Cuiaba;Centro Oeste
2017 Aug;1,79;MT;Cuiaba;Centro Oeste
2017 Sep;1,58;MT;Cuiaba;Centro Oeste
2017 Oct;0,98;MT;Cuiaba;Centro Oeste
2017 Nov;1,88;MT;Cuiaba;Centro Oeste
2017 Dec;1,77;MT;Cuiaba;Centro Oeste
2018 Jan;1,43;MT;Cuiaba;Centro Oeste
2018 Feb;2,08;MT;Cuiaba;Centro Oeste
2018 Mar;2,38;MT;Cuiaba;Centro Oeste
2018 Apr;1,4;MT;Cuiaba;Centro Oeste
2018 May;1,62;MT;Cuiaba;Centro Oeste
2018 Jun;2;MT;Cuiaba;Centro Oeste
2018 Jul;1,3;MT;Cuiaba;Centro Oeste
2018 Aug;2,22;MT;Cuiaba;Centro Oeste
2018 Sep;1,74;MT;Cuiaba;Centro Oeste
2018 Oct;2,72;MT;Cuiaba;Centro Oeste
2018 Nov;1,12;MT;Cuiaba;Centro Oeste
2018 Dec;2,68;MT;Cuiaba;Centro Oeste
2019 Jan;1,11;MT;Cuiaba;Centro Oeste
2019 Feb;0,49;MT;Cuiaba;Centro Oeste
2019 Mar;0,76;MT;Cuiaba;Centro Oeste
2019 Apr;1,72;MT;Cuiaba;Centro Oeste
2019 May;1,41;MT;Cuiaba;Centro Oeste
2019 Jun;0,92;MT;Cuiaba;Centro Oeste
2019 Jul;0,77;MT;Cuiaba;Centro Oeste
2019 Aug;1,55;MT;Cuiaba;Centro Oeste
2019 Sep;1,12;MT;Cuiaba;Centro Oeste
2019 Oct;1,3;MT;Cuiaba;Centro Oeste
2019 Nov;1,76;MT;Cuiaba;Centro Oeste
2019 Dec;1,96;MT;Cuiaba;Centro Oeste
2020 Jan;1,53;MT;Cuiaba;Centro Oeste
2020 Feb;1,25;MT;Cuiaba;Centro Oeste
2020 Mar;2,61;MT;Cuiaba;Centro Oeste
2020 Apr;0,96;MT;Cuiaba;Centro Oeste
2020 May;1,1;MT;Cuiaba;Centro Oeste
2020 Jun;1,55;MT;Cuiaba;Centro Oeste
2020 Jul;1,45;MT;Cuiaba;Centro Oeste
2020 Aug;2,65;MT;Cuiaba;Centro Oeste
2020 Sep;2,2;MT;Cuiaba;Centro Oeste
2020 Oct;1,82;MT;Cuiaba;Centro Oeste
2020 Nov;1,54;MT;Cuiaba;Centro Oeste
2020 Dec;1,17;MT;Cuiaba;Centro Oeste
2000 Jan;2,51;GO;Goiania;Centro Oeste
2000 Feb;1,98;GO;Goiania;Centro Oeste
2000 Mar;2,98;GO;Goiania;Centro Oeste
2000 Apr;3,28;GO;Goiania;Centro Oeste
2000 May;2,7;GO;Goiania;Centro Oeste
2000 Jun;2,4;GO;Goiania;Centro Oeste
2000 Jul;3,25;GO;Goiania;Centro Oeste
2000 Aug;2,25;GO;Goiania;Centro Oeste
2000 Sep;2,9;GO;Goiania;Centro Oeste
2000 Oct;2,69;GO;Goiania;Centro Oeste
2000 Nov;3,02;GO;Goiania;Centro Oeste
2000 Dec;2,13;GO;Goiania;Centro Oeste
2001 Jan;1,85;GO;Goiania;Centro Oeste
2001 Feb;2,07;GO;Goiania;Centro Oeste
2001 Mar;2,09;GO;Goiania;Centro Oeste
2001 Apr;2,65;GO;Goiania;Centro Oeste
2001 May;1,97;GO;Goiania;Centro Oeste
2001 Jun;2,09;GO;Goiania;Centro Oeste
2001 Jul;3,04;GO;Goiania;Centro Oeste
2001 Aug;1,95;GO;Goiania;Centro Oeste
2001 Sep;2,85;GO;Goiania;Centro Oeste
2001 Oct;3,07;GO;Goiania;Centro Oeste
2001 Nov;2,47;GO;Goiania;Centro Oeste
2001 Dec;2,51;GO;Goiania;Centro Oeste
2002 Jan;2,08;GO;Goiania;Centro Oeste
2002 Feb;1,94;GO;Goiania;Centro Oeste
2002 Mar;2,03;GO;Goiania;Centro Oeste
2002 Apr;3,1;GO;Goiania;Centro Oeste
2002 May;2,58;GO;Goiania;Centro Oeste
2002 Jun;2,37;GO;Goiania;Centro Oeste
2002 Jul;3,07;GO;Goiania;Centro Oeste
2002 Aug;3,06;GO;Goiania;Centro Oeste
2002 Sep;2,26;GO;Goiania;Centro Oeste
2002 Oct;2,65;GO;Goiania;Centro Oeste
2002 Nov;2,68;GO;Goiania;Centro Oeste
2002 Dec;2,9;GO;Goiania;Centro Oeste
2003 Jan;3,94;GO;Goiania;Centro Oeste
2003 Feb;2,62;GO;Goiania;Centro Oeste
2003 Mar;2,48;GO;Goiania;Centro Oeste
2003 Apr;2,01;GO;Goiania;Centro Oeste
2003 May;2,85;GO;Goiania;Centro Oeste
2003 Jun;3,95;GO;Goiania;Centro Oeste
2003 Jul;1,98;GO;Goiania;Centro Oeste
2003 Aug;2,95;GO;Goiania;Centro Oeste
2003 Sep;2,31;GO;Goiania;Centro Oeste
2003 Oct;3,45;GO;Goiania;Centro Oeste
2003 Nov;3,87;GO;Goiania;Centro Oeste
2003 Dec;3,12;GO;Goiania;Centro Oeste
2004 Jan;2,45;GO;Goiania;Centro Oeste
2004 Feb;2,53;GO;Goiania;Centro Oeste
2004 Mar;2,79;GO;Goiania;Centro Oeste
2004 Apr;3,51;GO;Goiania;Centro Oeste
2004 May;2,96;GO;Goiania;Centro Oeste
2004 Jun;2,53;GO;Goiania;Centro Oeste
2004 Jul;2,24;GO;Goiania;Centro Oeste
2004 Aug;3,24;GO;Goiania;Centro Oeste
2004 Sep;2,9;GO;Goiania;Centro Oeste
2004 Oct;1,66;GO;Goiania;Centro Oeste
2004 Nov;2,63;GO;Goiania;Centro Oeste
2004 Dec;2,77;GO;Goiania;Centro Oeste
2005 Jan;1,86;GO;Goiania;Centro Oeste
2005 Feb;2,03;GO;Goiania;Centro Oeste
2005 Mar;2,72;GO;Goiania;Centro Oeste
2005 Apr;1,95;GO;Goiania;Centro Oeste
2005 May;3,28;GO;Goiania;Centro Oeste
2005 Jun;1,95;GO;Goiania;Centro Oeste
2005 Jul;2,55;GO;Goiania;Centro Oeste
2005 Aug;2,28;GO;Goiania;Centro Oeste
2005 Sep;2,38;GO;Goiania;Centro Oeste
2005 Oct;2,88;GO;Goiania;Centro Oeste
2005 Nov;1,61;GO;Goiania;Centro Oeste
2005 Dec;2,58;GO;Goiania;Centro Oeste
2006 Jan;2,59;GO;Goiania;Centro Oeste
2006 Feb;1,95;GO;Goiania;Centro Oeste
2006 Mar;1,77;GO;Goiania;Centro Oeste
2006 Apr;1,97;GO;Goiania;Centro Oeste
2006 May;2,52;GO;Goiania;Centro Oeste
2006 Jun;2,18;GO;Goiania;Centro Oeste
2006 Jul;1,76;GO;Goiania;Centro Oeste
2006 Aug;2,86;GO;Goiania;Centro Oeste
2006 Sep;1,49;GO;Goiania;Centro Oeste
2006 Oct;2,95;GO;Goiania;Centro Oeste
2006 Nov;2,09;GO;Goiania;Centro Oeste
2006 Dec;2,19;GO;Goiania;Centro Oeste
2007 Jan;1,75;GO;Goiania;Centro Oeste
2007 Feb;1,52;GO;Goiania;Centro Oeste
2007 Mar;2,62;GO;Goiania;Centro Oeste
2007 Apr;1,41;GO;Goiania;Centro Oeste
2007 May;2,77;GO;Goiania;Centro Oeste
2007 Jun;3,13;GO;Goiania;Centro Oeste
2007 Jul;2,22;GO;Goiania;Centro Oeste
2007 Aug;1,93;GO;Goiania;Centro Oeste
2007 Sep;2,64;GO;Goiania;Centro Oeste
2007 Oct;2,82;GO;Goiania;Centro Oeste
