month;mort_pad_att;UF;capital;regiao
2000 Jan;3,95;RO;Porto Velho;Norte
2000 Feb;2,4;RO;Porto Velho;Norte
2000 Mar;4,7;RO;Porto Velho;Norte
2000 Apr;2,14;RO;Porto Velho;Norte
2000 May;4,12;RO;Porto Velho;Norte
2000 Jun;2,7;RO;Porto Velho;Norte
2000 Jul;5,27;RO;Porto Velho;Norte
2000 Aug;5,23;RO;Porto Velho;Norte
2000 Sep;4,12;RO;Porto Velho;Norte
2000 Oct;2,8;RO;Porto Velho;Norte
2000 Nov;2,27;RO;Porto Velho;Norte
2000 Dec;5,81;RO;Porto Velho;Norte
2001 Jan;0,99;RO;Porto Velho;Norte
2001 Feb;1,84;RO;Porto Velho;Norte
2001 Mar;2,68;RO;Porto Velho;Norte
2001 Apr;1,46;RO;Porto Velho;Norte
2001 May;1,18;RO;Porto Velho;Norte
2001 Jun;4,22;RO;Porto Velho;Norte
2001 Jul;4,53;RO;Porto Velho;Norte
2001 Aug;2,89;RO;Porto Velho;Norte
2001 Sep;3,62;RO;Porto Velho;Norte
2001 Oct;1,22;RO;Porto Velho;Norte
2001 Nov;2,71;RO;Porto Velho;Norte
2001 Dec;3,58;RO;Porto Velho;Norte
2002 Jan;1,48;RO;Porto Velho;Norte
2002 Feb;3,22;RO;Porto Velho;Norte
2002 Mar;3,34;RO;Porto Velho;Norte
2002 Apr;3,06;RO;Porto Velho;Norte
2002 May;5,17;RO;Porto Velho;Norte
2002 Jun;2,77;RO;Porto Velho;Norte
2002 Jul;4,61;RO;Porto Velho;Norte
2002 Aug;4,67;RO;Porto Velho;Norte
2002 Sep;0,65;RO;Porto Velho;Norte
2002 Oct;2,49;RO;Porto Velho;Norte
2002 Nov;2,7;RO;Porto Velho;Norte
2002 Dec;3,41;RO;Porto Velho;Norte
2003 Jan;4,33;RO;Porto Velho;Norte
2003 Feb;1,62;RO;Porto Velho;Norte
2003 Mar;1,93;RO;Porto Velho;Norte
2003 Apr;2,78;RO;Porto Velho;Norte
2003 May;1,46;RO;Porto Velho;Norte
2003 Jun;2,47;RO;Porto Velho;Norte
2003 Jul;2,91;RO;Porto Velho;Norte
2003 Aug;3,09;RO;Porto Velho;Norte
2003 Sep;3,66;RO;Porto Velho;Norte
2003 Oct;2,72;RO;Porto Velho;Norte
2003 Nov;3,13;RO;Porto Velho;Norte
2003 Dec;0,45;RO;Porto Velho;Norte
2004 Jan;3,18;RO;Porto Velho;Norte
2004 Feb;3,49;RO;Porto Velho;Norte
2004 Mar;2,43;RO;Porto Velho;Norte
2004 Apr;1,65;RO;Porto Velho;Norte
2004 May;2,16;RO;Porto Velho;Norte
2004 Jun;2,56;RO;Porto Velho;Norte
2004 Jul;4,34;RO;Porto Velho;Norte
2004 Aug;3,97;RO;Porto Velho;Norte
2004 Sep;1,38;RO;Porto Velho;Norte
2004 Oct;3,99;RO;Porto Velho;Norte
2004 Nov;3,47;RO;Porto Velho;Norte
2004 Dec;2,02;RO;Porto Velho;Norte
2005 Jan;4,65;RO;Porto Velho;Norte
2005 Feb;4,67;RO;Porto Velho;Norte
2005 Mar;3,35;RO;Porto Velho;Norte
2005 Apr;2,39;RO;Porto Velho;Norte
2005 May;0,58;RO;Porto Velho;Norte
2005 Jun;2,65;RO;Porto Velho;Norte
2005 Jul;2,93;RO;Porto Velho;Norte
2005 Aug;3,38;RO;Porto Velho;Norte
2005 Sep;4,03;RO;Porto Velho;Norte
2005 Oct;3,96;RO;Porto Velho;Norte
2005 Nov;2,73;RO;Porto Velho;Norte
2005 Dec;1,36;RO;Porto Velho;Norte
2006 Jan;2,09;RO;Porto Velho;Norte
2006 Feb;1,86;RO;Porto Velho;Norte
2006 Mar;4,6;RO;Porto Velho;Norte
2006 Apr;1,57;RO;Porto Velho;Norte
2006 May;1,72;RO;Porto Velho;Norte
2006 Jun;2,58;RO;Porto Velho;Norte
2006 Jul;4,16;RO;Porto Velho;Norte
2006 Aug;3,38;RO;Porto Velho;Norte
2006 Sep;2,17;RO;Porto Velho;Norte
2006 Oct;3,81;RO;Porto Velho;Norte
2006 Nov;3,23;RO;Porto Velho;Norte
2006 Dec;1,8;RO;Porto Velho;Norte
2007 Jan;2,61;RO;Porto Velho;Norte
2007 Feb;1,26;RO;Porto Velho;Norte
2007 Mar;1,29;RO;Porto Velho;Norte
2007 Apr;2;RO;Porto Velho;Norte
2007 May;2,07;RO;Porto Velho;Norte
2007 Jun;3,19;RO;Porto Velho;Norte
2007 Jul;3,67;RO;Porto Velho;Norte
2007 Aug;3,33;RO;Porto Velho;Norte
2007 Sep;4,69;RO;Porto Velho;Norte
2007 Oct;4,41;RO;Porto Velho;Norte
2007 Nov;2,65;RO;Porto Velho;Norte
2007 Dec;2,51;RO;Porto Velho;Norte
2008 Jan;2,45;RO;Porto Velho;Norte
2008 Feb;3,47;RO;Porto Velho;Norte
2008 Mar;2,17;RO;Porto Velho;Norte
2008 Apr;3,31;RO;Porto Velho;Norte
2008 May;2;RO;Porto Velho;Norte
2008 Jun;1,77;RO;Porto Velho;Norte
2008 Jul;6;RO;Porto Velho;Norte
2008 Aug;3,86;RO;Porto Velho;Norte
2008 Sep;3,5;RO;Porto Velho;Norte
2008 Oct;2,72;RO;Porto Velho;Norte
2008 Nov;2,38;RO;Porto Velho;Norte
2008 Dec;3,39;RO;Porto Velho;Norte
2009 Jan;2,04;RO;Porto Velho;Norte
2009 Feb;0,48;RO;Porto Velho;Norte
2009 Mar;2,42;RO;Porto Velho;Norte
2009 Apr;1,38;RO;Porto Velho;Norte
2009 May;2,85;RO;Porto Velho;Norte
2009 Jun;2,26;RO;Porto Velho;Norte
2009 Jul;3,02;RO;Porto Velho;Norte
2009 Aug;4,23;RO;Porto Velho;Norte
2009 Sep;1,1;RO;Porto Velho;Norte
2009 Oct;5,1;RO;Porto Velho;Norte
2009 Nov;2,63;RO;Porto Velho;Norte
2009 Dec;3,42;RO;Porto Velho;Norte
2010 Jan;3,98;RO;Porto Velho;Norte
2010 Feb;2,21;RO;Porto Velho;Norte
2010 Mar;2,22;RO;Porto Velho;Norte
2010 Apr;1,73;RO;Porto Velho;Norte
2010 May;3,59;RO;Porto Velho;Norte
2010 Jun;4,73;RO;Porto Velho;Norte
2010 Jul;4,34;RO;Porto Velho;Norte
2010 Aug;4,77;RO;Porto Velho;Norte
2010 Sep;3,92;RO;Porto Velho;Norte
2010 Oct;4,74;RO;Porto Velho;Norte
2010 Nov;5,31;RO;Porto Velho;Norte
2010 Dec;2,43;RO;Porto Velho;Norte
2011 Jan;3,23;RO;Porto Velho;Norte
2011 Feb;3,25;RO;Porto Velho;Norte
2011 Mar;2,99;RO;Porto Velho;Norte
2011 Apr;3,81;RO;Porto Velho;Norte
2011 May;4,48;RO;Porto Velho;Norte
2011 Jun;3,11;RO;Porto Velho;Norte
2011 Jul;4,49;RO;Porto Velho;Norte
2011 Aug;1,8;RO;Porto Velho;Norte
2011 Sep;2,97;RO;Porto Velho;Norte
2011 Oct;5,19;RO;Porto Velho;Norte
2011 Nov;4,32;RO;Porto Velho;Norte
2011 Dec;4,44;RO;Porto Velho;Norte
2012 Jan;4,21;RO;Porto Velho;Norte
2012 Feb;1,83;RO;Porto Velho;Norte
2012 Mar;2,47;RO;Porto Velho;Norte
2012 Apr;3,53;RO;Porto Velho;Norte
2012 May;3,98;RO;Porto Velho;Norte
2012 Jun;2,8;RO;Porto Velho;Norte
2012 Jul;2,87;RO;Porto Velho;Norte
2012 Aug;3,91;RO;Porto Velho;Norte
2012 Sep;5,37;RO;Porto Velho;Norte
2012 Oct;5,32;RO;Porto Velho;Norte
2012 Nov;3,89;RO;Porto Velho;Norte
2012 Dec;4,86;RO;Porto Velho;Norte
2013 Jan;2,61;RO;Porto Velho;Norte
2013 Feb;2,75;RO;Porto Velho;Norte
2013 Mar;2,66;RO;Porto Velho;Norte
2013 Apr;2,71;RO;Porto Velho;Norte
2013 May;1,46;RO;Porto Velho;Norte
2013 Jun;2,65;RO;Porto Velho;Norte
2013 Jul;3,26;RO;Porto Velho;Norte
2013 Aug;2,59;RO;Porto Velho;Norte
2013 Sep;2,3;RO;Porto Velho;Norte
2013 Oct;2,15;RO;Porto Velho;Norte
2013 Nov;2,61;RO;Porto Velho;Norte
2013 Dec;2,98;RO;Porto Velho;Norte
2014 Jan;1,59;RO;Porto Velho;Norte
2014 Feb;1,43;RO;Porto Velho;Norte
2014 Mar;3,48;RO;Porto Velho;Norte
2014 Apr;3,09;RO;Porto Velho;Norte
2014 May;2,42;RO;Porto Velho;Norte
2014 Jun;2,79;RO;Porto Velho;Norte
2014 Jul;3,41;RO;Porto Velho;Norte
2014 Aug;3,31;RO;Porto Velho;Norte
2014 Sep;3,28;RO;Porto Velho;Norte
2014 Oct;1,34;RO;Porto Velho;Norte
2014 Nov;2,15;RO;Porto Velho;Norte
2014 Dec;3,33;RO;Porto Velho;Norte
2015 Jan;1,51;RO;Porto Velho;Norte
2015 Feb;3,31;RO;Porto Velho;Norte
2015 Mar;1,67;RO;Porto Velho;Norte
2015 Apr;1,57;RO;Porto Velho;Norte
2015 May;2,08;RO;Porto Velho;Norte
2015 Jun;2,17;RO;Porto Velho;Norte
2015 Jul;3,82;RO;Porto Velho;Norte
2015 Aug;2,16;RO;Porto Velho;Norte
2015 Sep;2;RO;Porto Velho;Norte
2015 Oct;1,95;RO;Porto Velho;Norte
2015 Nov;2,22;RO;Porto Velho;Norte
2015 Dec;1,34;RO;Porto Velho;Norte
2016 Jan;0,78;RO;Porto Velho;Norte
2016 Feb;1,8;RO;Porto Velho;Norte
2016 Mar;1,85;RO;Porto Velho;Norte
2016 Apr;1,28;RO;Porto Velho;Norte
2016 May;2,2;RO;Porto Velho;Norte
2016 Jun;1,76;RO;Porto Velho;Norte
2016 Jul;3,09;RO;Porto Velho;Norte
2016 Aug;0,96;RO;Porto Velho;Norte
2016 Sep;1,43;RO;Porto Velho;Norte
2016 Oct;2,39;RO;Porto Velho;Norte
2016 Nov;1,75;RO;Porto Velho;Norte
2016 Dec;1,91;RO;Porto Velho;Norte
2017 Jan;1,31;RO;Porto Velho;Norte
2017 Feb;1,05;RO;Porto Velho;Norte
2017 Mar;1,21;RO;Porto Velho;Norte
2017 Apr;1,91;RO;Porto Velho;Norte
2017 May;1,18;RO;Porto Velho;Norte
2017 Jun;1,38;RO;Porto Velho;Norte
2017 Jul;1,87;RO;Porto Velho;Norte
2017 Aug;1,88;RO;Porto Velho;Norte
2017 Sep;0,72;RO;Porto Velho;Norte
2017 Oct;0,92;RO;Porto Velho;Norte
2017 Nov;2,17;RO;Porto Velho;Norte
2017 Dec;1,36;RO;Porto Velho;Norte
2018 Jan;1,1;RO;Porto Velho;Norte
2018 Feb;1,28;RO;Porto Velho;Norte
2018 Mar;1,86;RO;Porto Velho;Norte
2018 Apr;1,89;RO;Porto Velho;Norte
2018 May;1,9;RO;Porto Velho;Norte
2018 Jun;2,49;RO;Porto Velho;Norte
2018 Jul;1,31;RO;Porto Velho;Norte
2018 Aug;1,71;RO;Porto Velho;Norte
2018 Sep;0,98;RO;Porto Velho;Norte
2018 Oct;0,81;RO;Porto Velho;Norte
2018 Nov;1,23;RO;Porto Velho;Norte
2018 Dec;1,24;RO;Porto Velho;Norte
2019 Jan;1,98;RO;Porto Velho;Norte
2019 Feb;0,89;RO;Porto Velho;Norte
2019 Mar;1,16;RO;Porto Velho;Norte
2019 Apr;1,63;RO;Porto Velho;Norte
2019 May;2,35;RO;Porto Velho;Norte
2019 Jun;1,68;RO;Porto Velho;Norte
2019 Jul;0,53;RO;Porto Velho;Norte
2019 Aug;1,91;RO;Porto Velho;Norte
2019 Sep;0,79;RO;Porto Velho;Norte
2019 Oct;0,89;RO;Porto Velho;Norte
2019 Nov;2,03;RO;Porto Velho;Norte
2019 Dec;0,69;RO;Porto Velho;Norte
2020 Jan;0,86;RO;Porto Velho;Norte
2020 Feb;1,44;RO;Porto Velho;Norte
2020 Mar;1,24;RO;Porto Velho;Norte
2020 Apr;0,89;RO;Porto Velho;Norte
2020 May;2,19;RO;Porto Velho;Norte
2020 Jun;1,3;RO;Porto Velho;Norte
2020 Jul;1,9;RO;Porto Velho;Norte
2020 Aug;2,78;RO;Porto Velho;Norte
2020 Sep;1,09;RO;Porto Velho;Norte
2020 Oct;2,04;RO;Porto Velho;Norte
2020 Nov;0,35;RO;Porto Velho;Norte
2020 Dec;1,02;RO;Porto Velho;Norte
2000 Jan;4,07;AC;Rio Branco;Norte
2000 Feb;1,69;AC;Rio Branco;Norte
2000 Mar;1,59;AC;Rio Branco;Norte
2000 Apr;0,27;AC;Rio Branco;Norte
2000 May;2,55;AC;Rio Branco;Norte
2000 Jun;5,07;AC;Rio Branco;Norte
2000 Jul;2,18;AC;Rio Branco;Norte
2000 Aug;2,96;AC;Rio Branco;Norte
2000 Sep;2,04;AC;Rio Branco;Norte
2000 Oct;1,64;AC;Rio Branco;Norte
2000 Nov;4,09;AC;Rio Branco;Norte
2000 Dec;2,99;AC;Rio Branco;Norte
2001 Jan;4,29;AC;Rio Branco;Norte
2001 Feb;2,63;AC;Rio Branco;Norte
2001 Mar;3,34;AC;Rio Branco;Norte
2001 Apr;0;AC;Rio Branco;Norte
2001 May;0;AC;Rio Branco;Norte
2001 Jun;2,29;AC;Rio Branco;Norte
2001 Jul;2,71;AC;Rio Branco;Norte
2001 Aug;3,47;AC;Rio Branco;Norte
2001 Sep;2,78;AC;Rio Branco;Norte
2001 Oct;4;AC;Rio Branco;Norte
2001 Nov;2,42;AC;Rio Branco;Norte
2001 Dec;5,17;AC;Rio Branco;Norte
2002 Jan;1,56;AC;Rio Branco;Norte
2002 Feb;2;AC;Rio Branco;Norte
2002 Mar;1,74;AC;Rio Branco;Norte
2002 Apr;2,52;AC;Rio Branco;Norte
2002 May;4,15;AC;Rio Branco;Norte
2002 Jun;3,93;AC;Rio Branco;Norte
2002 Jul;2,35;AC;Rio Branco;Norte
2002 Aug;2,71;AC;Rio Branco;Norte
2002 Sep;2,96;AC;Rio Branco;Norte
2002 Oct;2,76;AC;Rio Branco;Norte
2002 Nov;1,5;AC;Rio Branco;Norte
2002 Dec;2,48;AC;Rio Branco;Norte
2003 Jan;1,76;AC;Rio Branco;Norte
2003 Feb;2,29;AC;Rio Branco;Norte
2003 Mar;0,7;AC;Rio Branco;Norte
2003 Apr;4,01;AC;Rio Branco;Norte
2003 May;3,29;AC;Rio Branco;Norte
2003 Jun;1,47;AC;Rio Branco;Norte
2003 Jul;2,15;AC;Rio Branco;Norte
2003 Aug;2,05;AC;Rio Branco;Norte
2003 Sep;1,97;AC;Rio Branco;Norte
2003 Oct;0,68;AC;Rio Branco;Norte
2003 Nov;2,56;AC;Rio Branco;Norte
2003 Dec;4,06;AC;Rio Branco;Norte
2004 Jan;0,83;AC;Rio Branco;Norte
2004 Feb;1,36;AC;Rio Branco;Norte
2004 Mar;2,09;AC;Rio Branco;Norte
2004 Apr;3,41;AC;Rio Branco;Norte
2004 May;1,49;AC;Rio Branco;Norte
2004 Jun;1,58;AC;Rio Branco;Norte
2004 Jul;2,57;AC;Rio Branco;Norte
2004 Aug;2,47;AC;Rio Branco;Norte
2004 Sep;0,33;AC;Rio Branco;Norte
2004 Oct;2,22;AC;Rio Branco;Norte
2004 Nov;2,12;AC;Rio Branco;Norte
2004 Dec;1,55;AC;Rio Branco;Norte
2005 Jan;2,44;AC;Rio Branco;Norte
2005 Feb;2,66;AC;Rio Branco;Norte
2005 Mar;1,77;AC;Rio Branco;Norte
2005 Apr;2,18;AC;Rio Branco;Norte
2005 May;0,97;AC;Rio Branco;Norte
2005 Jun;1,69;AC;Rio Branco;Norte
2005 Jul;2,62;AC;Rio Branco;Norte
2005 Aug;2,23;AC;Rio Branco;Norte
2005 Sep;2,51;AC;Rio Branco;Norte
2005 Oct;0,56;AC;Rio Branco;Norte
2005 Nov;1,88;AC;Rio Branco;Norte
2005 Dec;2,05;AC;Rio Branco;Norte
2006 Jan;0,87;AC;Rio Branco;Norte
2006 Feb;0;AC;Rio Branco;Norte
2006 Mar;3,47;AC;Rio Branco;Norte
2006 Apr;2,08;AC;Rio Branco;Norte
2006 May;0,62;AC;Rio Branco;Norte
2006 Jun;1,02;AC;Rio Branco;Norte
2006 Jul;3,04;AC;Rio Branco;Norte
2006 Aug;0,62;AC;Rio Branco;Norte
2006 Sep;2,64;AC;Rio Branco;Norte
2006 Oct;2,48;AC;Rio Branco;Norte
2006 Nov;1,71;AC;Rio Branco;Norte
2006 Dec;2,31;AC;Rio Branco;Norte
2007 Jan;1,21;AC;Rio Branco;Norte
2007 Feb;1,35;AC;Rio Branco;Norte
2007 Mar;0,97;AC;Rio Branco;Norte
2007 Apr;2;AC;Rio Branco;Norte
2007 May;2,27;AC;Rio Branco;Norte
2007 Jun;2,12;AC;Rio Branco;Norte
2007 Jul;3,26;AC;Rio Branco;Norte
2007 Aug;4,61;AC;Rio Branco;Norte
2007 Sep;0,24;AC;Rio Branco;Norte
2007 Oct;2,17;AC;Rio Branco;Norte
2007 Nov;3,59;AC;Rio Branco;Norte
2007 Dec;1,83;AC;Rio Branco;Norte
2008 Jan;1,65;AC;Rio Branco;Norte
2008 Feb;2,64;AC;Rio Branco;Norte
2008 Mar;1,75;AC;Rio Branco;Norte
2008 Apr;1,99;AC;Rio Branco;Norte
2008 May;1,28;AC;Rio Branco;Norte
2008 Jun;1,8;AC;Rio Branco;Norte
2008 Jul;2,51;AC;Rio Branco;Norte
2008 Aug;2,62;AC;Rio Branco;Norte
2008 Sep;1,55;AC;Rio Branco;Norte
2008 Oct;1,14;AC;Rio Branco;Norte
2008 Nov;1,14;AC;Rio Branco;Norte
2008 Dec;1,9;AC;Rio Branco;Norte
2009 Jan;2,01;AC;Rio Branco;Norte
2009 Feb;3,41;AC;Rio Branco;Norte
2009 Mar;1,58;AC;Rio Branco;Norte
2009 Apr;2,08;AC;Rio Branco;Norte
2009 May;2,53;AC;Rio Branco;Norte
2009 Jun;1,07;AC;Rio Branco;Norte
2009 Jul;2,39;AC;Rio Branco;Norte
2009 Aug;6,08;AC;Rio Branco;Norte
2009 Sep;0,79;AC;Rio Branco;Norte
2009 Oct;3,72;AC;Rio Branco;Norte
2009 Nov;2,1;AC;Rio Branco;Norte
2009 Dec;3,42;AC;Rio Branco;Norte
2010 Jan;1,94;AC;Rio Branco;Norte
2010 Feb;1,43;AC;Rio Branco;Norte
2010 Mar;1,78;AC;Rio Branco;Norte
2010 Apr;3,7;AC;Rio Branco;Norte
2010 May;2,52;AC;Rio Branco;Norte
2010 Jun;2,49;AC;Rio Branco;Norte
2010 Jul;2,43;AC;Rio Branco;Norte
2010 Aug;2,67;AC;Rio Branco;Norte
2010 Sep;1,53;AC;Rio Branco;Norte
2010 Oct;2,15;AC;Rio Branco;Norte
2010 Nov;2,65;AC;Rio Branco;Norte
2010 Dec;3,9;AC;Rio Branco;Norte
2011 Jan;1,26;AC;Rio Branco;Norte
2011 Feb;1,24;AC;Rio Branco;Norte
2011 Mar;2,75;AC;Rio Branco;Norte
2011 Apr;0,63;AC;Rio Branco;Norte
2011 May;2,98;AC;Rio Branco;Norte
2011 Jun;2,21;AC;Rio Branco;Norte
2011 Jul;1,38;AC;Rio Branco;Norte
2011 Aug;3,67;AC;Rio Branco;Norte
2011 Sep;3,4;AC;Rio Branco;Norte
2011 Oct;2,35;AC;Rio Branco;Norte
2011 Nov;2,66;AC;Rio Branco;Norte
2011 Dec;0,99;AC;Rio Branco;Norte
2012 Jan;1,84;AC;Rio Branco;Norte
2012 Feb;0,81;AC;Rio Branco;Norte
2012 Mar;0,26;AC;Rio Branco;Norte
2012 Apr;1,91;AC;Rio Branco;Norte
2012 May;3,11;AC;Rio Branco;Norte
2012 Jun;2,26;AC;Rio Branco;Norte
2012 Jul;2,84;AC;Rio Branco;Norte
2012 Aug;1,9;AC;Rio Branco;Norte
2012 Sep;3,8;AC;Rio Branco;Norte
2012 Oct;4,02;AC;Rio Branco;Norte
2012 Nov;1,45;AC;Rio Branco;Norte
2012 Dec;2,3;AC;Rio Branco;Norte
2013 Jan;1,86;AC;Rio Branco;Norte
2013 Feb;2,6;AC;Rio Branco;Norte
2013 Mar;0,52;AC;Rio Branco;Norte
2013 Apr;2,78;AC;Rio Branco;Norte
2013 May;1,26;AC;Rio Branco;Norte
2013 Jun;0,82;AC;Rio Branco;Norte
2013 Jul;3,3;AC;Rio Branco;Norte
2013 Aug;0,74;AC;Rio Branco;Norte
2013 Sep;0,56;AC;Rio Branco;Norte
2013 Oct;1,67;AC;Rio Branco;Norte
2013 Nov;1,61;AC;Rio Branco;Norte
2013 Dec;1,83;AC;Rio Branco;Norte
2014 Jan;1,41;AC;Rio Branco;Norte
2014 Feb;0,45;AC;Rio Branco;Norte
2014 Mar;1,07;AC;Rio Branco;Norte
2014 Apr;1,7;AC;Rio Branco;Norte
2014 May;0,65;AC;Rio Branco;Norte
2014 Jun;1,15;AC;Rio Branco;Norte
2014 Jul;1,12;AC;Rio Branco;Norte
2014 Aug;3,05;AC;Rio Branco;Norte
2014 Sep;1,61;AC;Rio Branco;Norte
2014 Oct;2,3;AC;Rio Branco;Norte
2014 Nov;1,36;AC;Rio Branco;Norte
2014 Dec;3,87;AC;Rio Branco;Norte
2015 Jan;1,77;AC;Rio Branco;Norte
2015 Feb;1,35;AC;Rio Branco;Norte
2015 Mar;0,31;AC;Rio Branco;Norte
2015 Apr;1,68;AC;Rio Branco;Norte
2015 May;1,04;AC;Rio Branco;Norte
2015 Jun;0,89;AC;Rio Branco;Norte
2015 Jul;0,56;AC;Rio Branco;Norte
2015 Aug;3,01;AC;Rio Branco;Norte
2015 Sep;1,38;AC;Rio Branco;Norte
2015 Oct;1,02;AC;Rio Branco;Norte
2015 Nov;1,41;AC;Rio Branco;Norte
2015 Dec;1,08;AC;Rio Branco;Norte
2016 Jan;0,47;AC;Rio Branco;Norte
2016 Feb;0,3;AC;Rio Branco;Norte
2016 Mar;1,28;AC;Rio Branco;Norte
2016 Apr;1,02;AC;Rio Branco;Norte
2016 May;1,09;AC;Rio Branco;Norte
2016 Jun;1,71;AC;Rio Branco;Norte
2016 Jul;1,89;AC;Rio Branco;Norte
2016 Aug;2,01;AC;Rio Branco;Norte
2016 Sep;2,3;AC;Rio Branco;Norte
2016 Oct;0,61;AC;Rio Branco;Norte
2016 Nov;0,85;AC;Rio Branco;Norte
2016 Dec;1,73;AC;Rio Branco;Norte
2017 Jan;2,04;AC;Rio Branco;Norte
2017 Feb;1,19;AC;Rio Branco;Norte
2017 Mar;1,48;AC;Rio Branco;Norte
2017 Apr;0;AC;Rio Branco;Norte
2017 May;0,87;AC;Rio Branco;Norte
2017 Jun;2,44;AC;Rio Branco;Norte
2017 Jul;2,52;AC;Rio Branco;Norte
2017 Aug;1,81;AC;Rio Branco;Norte
2017 Sep;0,29;AC;Rio Branco;Norte
2017 Oct;1,45;AC;Rio Branco;Norte
2017 Nov;1,92;AC;Rio Branco;Norte
2017 Dec;0,99;AC;Rio Branco;Norte
2018 Jan;0,28;AC;Rio Branco;Norte
2018 Feb;0,58;AC;Rio Branco;Norte
2018 Mar;0,58;AC;Rio Branco;Norte
2018 Apr;2,06;AC;Rio Branco;Norte
2018 May;1,29;AC;Rio Branco;Norte
2018 Jun;1,02;AC;Rio Branco;Norte
2018 Jul;1,57;AC;Rio Branco;Norte
2018 Aug;1,33;AC;Rio Branco;Norte
2018 Sep;1,25;AC;Rio Branco;Norte
2018 Oct;0,71;AC;Rio Branco;Norte
2018 Nov;1,12;AC;Rio Branco;Norte
2018 Dec;0;AC;Rio Branco;Norte
2019 Jan;0,5;AC;Rio Branco;Norte
2019 Feb;0,33;AC;Rio Branco;Norte
2019 Mar;0,93;AC;Rio Branco;Norte
2019 Apr;1,03;AC;Rio Branco;Norte
2019 May;2,12;AC;Rio Branco;Norte
2019 Jun;1,43;AC;Rio Branco;Norte
2019 Jul;1,06;AC;Rio Branco;Norte
2019 Aug;1,05;AC;Rio Branco;Norte
2019 Sep;1,33;AC;Rio Branco;Norte
2019 Oct;1,81;AC;Rio Branco;Norte
2019 Nov;0,26;AC;Rio Branco;Norte
2019 Dec;1,13;AC;Rio Branco;Norte
2020 Jan;0,72;AC;Rio Branco;Norte
2020 Feb;1,91;AC;Rio Branco;Norte
2020 Mar;0,45;AC;Rio Branco;Norte
2020 Apr;0,73;AC;Rio Branco;Norte
2020 May;0,23;AC;Rio Branco;Norte
2020 Jun;0,57;AC;Rio Branco;Norte
2020 Jul;0,98;AC;Rio Branco;Norte
2020 Aug;1,62;AC;Rio Branco;Norte
2020 Sep;0,79;AC;Rio Branco;Norte
2020 Oct;1,66;AC;Rio Branco;Norte
2020 Nov;1,66;AC;Rio Branco;Norte
2020 Dec;0,71;AC;Rio Branco;Norte
2000 Jan;1,61;AM;Manaus;Norte
2000 Feb;1,62;AM;Manaus;Norte
2000 Mar;1,32;AM;Manaus;Norte
2000 Apr;1,89;AM;Manaus;Norte
2000 May;1,58;AM;Manaus;Norte
2000 Jun;1,61;AM;Manaus;Norte
2000 Jul;2,35;AM;Manaus;Norte
2000 Aug;2;AM;Manaus;Norte
2000 Sep;1,86;AM;Manaus;Norte
2000 Oct;1,44;AM;Manaus;Norte
2000 Nov;1,57;AM;Manaus;Norte
2000 Dec;1,53;AM;Manaus;Norte
2001 Jan;1,35;AM;Manaus;Norte
2001 Feb;0,93;AM;Manaus;Norte
2001 Mar;1;AM;Manaus;Norte
2001 Apr;2,46;AM;Manaus;Norte
2001 May;1,58;AM;Manaus;Norte
2001 Jun;1,57;AM;Manaus;Norte
2001 Jul;1,22;AM;Manaus;Norte
2001 Aug;1,61;AM;Manaus;Norte
2001 Sep;1,91;AM;Manaus;Norte
2001 Oct;1,29;AM;Manaus;Norte
2001 Nov;1,82;AM;Manaus;Norte
2001 Dec;1,43;AM;Manaus;Norte
2002 Jan;1,59;AM;Manaus;Norte
2002 Feb;1,15;AM;Manaus;Norte
2002 Mar;1,04;AM;Manaus;Norte
2002 Apr;1,08;AM;Manaus;Norte
2002 May;1,76;AM;Manaus;Norte
2002 Jun;1,44;AM;Manaus;Norte
2002 Jul;1,22;AM;Manaus;Norte
2002 Aug;1,18;AM;Manaus;Norte
2002 Sep;1,96;AM;Manaus;Norte
2002 Oct;1,62;AM;Manaus;Norte
2002 Nov;1,43;AM;Manaus;Norte
2002 Dec;2,08;AM;Manaus;Norte
2003 Jan;1,3;AM;Manaus;Norte
2003 Feb;1,08;AM;Manaus;Norte
2003 Mar;1,27;AM;Manaus;Norte
2003 Apr;2,21;AM;Manaus;Norte
2003 May;2,02;AM;Manaus;Norte
2003 Jun;0,95;AM;Manaus;Norte
2003 Jul;1,81;AM;Manaus;Norte
2003 Aug;1,55;AM;Manaus;Norte
2003 Sep;1,87;AM;Manaus;Norte
2003 Oct;1,39;AM;Manaus;Norte
2003 Nov;1,64;AM;Manaus;Norte
2003 Dec;1,88;AM;Manaus;Norte
2004 Jan;0,99;AM;Manaus;Norte
2004 Feb;2,1;AM;Manaus;Norte
2004 Mar;2,29;AM;Manaus;Norte
2004 Apr;1,31;AM;Manaus;Norte
2004 May;1,13;AM;Manaus;Norte
2004 Jun;1,05;AM;Manaus;Norte
2004 Jul;2,64;AM;Manaus;Norte
2004 Aug;1,4;AM;Manaus;Norte
2004 Sep;1,91;AM;Manaus;Norte
2004 Oct;1,28;AM;Manaus;Norte
2004 Nov;1,82;AM;Manaus;Norte
2004 Dec;1,2;AM;Manaus;Norte
2005 Jan;1,84;AM;Manaus;Norte
2005 Feb;1,51;AM;Manaus;Norte
2005 Mar;0,98;AM;Manaus;Norte
2005 Apr;1,8;AM;Manaus;Norte
2005 May;1,8;AM;Manaus;Norte
